"Taxon ID","Genome ID","Genome Name","Antibiotic","Resistant Phenotype","Measurement","Measurement Sign","Measurement Value","Measurement Unit","Laboratory Typing Method","Laboratory Typing Method Version","Laboratory Typing Platform","Vendor","Testing Standard","Testing Standard Year","Computational Method","Computational Method Version","Computational Method Performance","Evidence","Source","PubMed"
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","amoxicillin/clavulanic acid","","1.0","","1.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.98, CI[0.96, 0.99]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","ampicillin","","32.0","","32.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.96, CI[0.95, 0.97]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","azithromycin","","4.0","","4.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.99, CI[0.98, 1.00]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","ceftazidime","","32.0","","32.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.93, CI[0.88, 0.99]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","chloramphenicol","","16.0","","16.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.99, CI[0.98, 1.00]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","ciprofloxacin","","16.0","","16.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.88, CI[0.86, 0.90]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","ceftriaxone","","1.0","","1.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.95, CI[0.94, 0.96]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","cefotaxime","","32.0","","32.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.95, CI[0.89, 1.00]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","sulfisoxazole","","32.0","","32.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.98, CI[0.97, 0.99]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","cefoxitin","","4.0","","4.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.98, CI[0.97, 1.00]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","gentamicin","","0.5","","0.5","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.97, CI[0.95, 0.99]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","kanamycin","","8.0","","8.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.99, CI[0.98, 1.01]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","meropenem","","16.0","","16.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.95, CI[0.90, 1.01]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","nalidixic acid","","16.0","","16.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.98, CI[0.97, 0.99]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","streptomycin","","32.0","","32.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.92, CI[0.90, 0.93]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","tetracycline","","64.0","","64.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.99, CI[0.98, 0.99]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","ceftiofur","","1.0","","1.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.99, CI[0.98, 0.99]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","trimethoprim/sulfamethoxazole","","16.0","","16.0","mg/L","","","","","","","MIC XGBoost Model","202503101","W1 score: 0.96, CI[0.95, 0.97]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","amoxicillin/clavulanic acid","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.96, CI[0.95, 0.97]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","ampicillin","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.93, CI[0.92, 0.93]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","azithromycin","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.92, CI[0.87, 0.98]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","chloramphenicol","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.90, CI[0.88, 0.91]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","ciprofloxacin","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.95, CI[0.93, 0.96]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","ceftriaxone","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.98, CI[0.97, 1.00]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","cefotaxime","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.95, CI[0.90, 0.99]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","sulfisoxazole","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.99, CI[0.98, 1.00]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","cefoxitin","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.96, CI[0.93, 0.99]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","gentamicin","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.92, CI[0.89, 0.95]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","kanamycin","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.86, CI[0.77, 0.95]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","nalidixic acid","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.95, CI[0.93, 0.96]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","pefloxacin","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.98, CI[0.96, 1.00]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","sulfamethoxazole","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.95, CI[0.93, 0.97]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","spectinomycin","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.94, CI[0.90, 0.98]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","streptomycin","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.94, CI[0.93, 0.96]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","tetracycline","Resistant","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.97, CI[0.96, 0.98]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","ceftiofur","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.98, CI[0.97, 1.00]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","trimethoprim","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.86, CI[0.78, 0.93]","Computational Method","",""
687914,"687914.3","Salmonella enterica subsp. enterica serovar Rissen str. 150","trimethoprim/sulfamethoxazole","Susceptible","","","","","","","","","","","SIR XGBoost Model","202503101","F1 score: 0.85, CI[0.82, 0.88]","Computational Method","",""
